,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
4,ALICANTE,2749871.0,1,4.833333333333333,9.166666666666666,5.266666666666667,1011.7249999999999,2.7
9,BARCELONA,2701749.0,1,0.0333333333333333,9.1,7.399999999999999,992.8833333333334,0.6333333333333333
13,TARRAGONA,3701197.0,1,10.333333333333334,9.0,2.5,1013.6,0.0
21,TARRAGONA,2138320.0,1,37.6,7.666666666666667,5.266666666666667,1017.525,0.0
23,ALICANTE,3002788.0,1,1.8333333333333333,11.475,3.425,1010.2750000000001,3.975
24,BARCELONA,8452433.0,1,67.7,8.6,10.716666666666669,995.3166666666667,0.0
25,CASTELLON,2870279.0,1,38.3,7.3,5.4,951.1500000000001,0.0
26,GIRONA,5203984.0,1,30.6,-1.6,2.5,835.0,0.0
27,ILLES BALEARS,2167433.0,1,7.611111111111111,11.711111111111112,8.744444444444445,1014.4200000000001,0.56
29,TARRAGONA,2351463.0,1,91.45,9.166666666666666,8.133333333333333,1013.95,0.0
32,BARCELONA,2209606.0,1,16.0,10.95,4.533333333333333,992.8333333333335,0.0
