,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
37,CANTABRIA,177680.0,1,1.0,11.885714285714286,8.383333333333333,978.6500000000001,0.9333333333333332
52,PONTEVEDRA,179159.0,1,30.1,10.8,6.4,981.625,0.0
76,ILLES BALEARS,208651.0,1,0.0,13.66,4.58,1010.0166666666667,7.466666666666666
86,PONTEVEDRA,649701.0,1,32.95,11.7,6.65,982.075,0.1
117,MADRID,371270.0,1,0.6076923076923078,6.083333333333333,7.24,903.7249999999999,3.6666666666666665
122,PONTEVEDRA,613569.0,1,7.65,9.8,2.5,986.925,2.55
132,A CORUNA,609215.0,1,18.9375,10.5,5.625,990.63,1.66
147,ILLES BALEARS,358394.0,1,0.02,12.51,5.529999999999999,1005.6333333333332,7.45
160,VALENCIA,460215.0,1,0.0857142857142857,13.085714285714284,5.380000000000001,975.4833333333332,3.65
164,ALICANTE,586788.0,1,0.0,15.1,3.9,1005.7,8.700000000000001
187,VALENCIA,488874.0,1,0.0,15.614285714285714,5.0,974.5666666666668,8.174999999999999
206,A CORUNA,198828.0,1,26.625,13.0625,8.525,987.9100000000001,0.175
212,TARRAGONA,198655.0,1,0.0,17.75,10.25,998.9,9.4
265,ASTURIAS,178922.0,1,7.2,8.322727272727272,3.12,978.3031249999999,4.400892857142857
272,TOLEDO,175473.0,1,8.200000000000001,14.375,2.425,939.6,5.75
344,ILLES BALEARS,180187.0,1,1.2666666666666666,15.87142857142857,6.111111111111111,1007.125,0.1333333333333333
